  0.000
10.00 -0.702 -0.702 -0.702 -0.701 -0.702 -0.701 -0.697 -0.688 -0.668 -0.625 -0.543 -0.409 -0.211  0.057  0.372  0.725  1.131  1.448  1.240  0.465 -0.499 -1.521 -2.551 -3.570 -4.562 -5.508 -6.572 -7.386 -8.158 -8.889 -9.553
10.00 -0.702 -0.702 -0.702 -0.702 -0.702 -0.701 -0.698 -0.690 -0.672 -0.633 -0.557 -0.430 -0.241  0.020  0.313  0.674  1.087  1.374  1.094  0.285 -0.694 -1.717 -2.744 -3.756 -4.737 -5.666 -6.716 -7.519 -8.279 -8.989 -9.646
10.00 -0.702 -0.702 -0.702 -0.702 -0.702 -0.701 -0.699 -0.693 -0.675 -0.638 -0.569 -0.451 -0.269 -0.017  0.272  0.634  1.042  1.295  0.943  0.102 -0.889 -1.912 -2.935 -3.940 -4.907 -6.025 -6.857 -7.648 -8.397 -9.087 -9.738
10.00 -0.703 -0.703 -0.703 -0.703 -0.703 -0.702 -0.700 -0.694 -0.678 -0.644 -0.579 -0.468 -0.294 -0.053  0.236  0.598  0.997  1.209  0.785 -0.083 -1.084 -2.106 -3.125 -4.120 -5.071 -6.173 -6.994 -7.773 -8.512 -9.183 -9.827
10.00 -0.704 -0.704 -0.704 -0.704 -0.703 -0.703 -0.701 -0.696 -0.681 -0.649 -0.588 -0.484 -0.318 -0.087  0.196  0.562  0.949  1.116  0.622 -0.271 -1.278 -2.300 -3.312 -4.296 -5.231 -6.317 -7.128 -7.895 -8.614 -9.276 -9.915
10.00 -0.705 -0.705 -0.705 -0.705 -0.704 -0.704 -0.702 -0.697 -0.683 -0.655 -0.597 -0.498 -0.340 -0.120  0.158  0.527  0.900  1.015  0.454 -0.462 -1.473 -2.491 -3.496 -4.467 -5.618 -6.459 -7.258 -8.014 -8.713 -9.368-10.002
10.00 -0.705 -0.705 -0.705 -0.705 -0.705 -0.705 -0.703 -0.698 -0.686 -0.659 -0.606 -0.511 -0.361 -0.151  0.126  0.490  0.849  0.905  0.281 -0.654 -1.667 -2.681 -3.677 -4.634 -5.767 -6.597 -7.384 -8.130 -8.810 -9.458-10.088
10.00 -0.706 -0.706 -0.706 -0.706 -0.706 -0.706 -0.704 -0.700 -0.688 -0.663 -0.613 -0.523 -0.380 -0.181  0.098  0.454  0.796  0.788  0.106 -0.847 -1.860 -2.869 -3.855 -4.795 -5.913 -6.731 -7.507 -8.237 -8.904 -9.547-10.172
10.00 -0.707 -0.707 -0.707 -0.707 -0.707 -0.707 -0.706 -0.702 -0.690 -0.667 -0.620 -0.534 -0.398 -0.207  0.072  0.418  0.738  0.661 -0.071 -1.040 -2.052 -3.055 -4.028 -5.205 -6.055 -6.862 -7.627 -8.336 -8.996 -9.634-10.255
10.00 -0.708 -0.708 -0.708 -0.708 -0.708 -0.708 -0.707 -0.703 -0.693 -0.670 -0.627 -0.545 -0.417 -0.232  0.046  0.381  0.678  0.525 -0.252 -1.232 -2.242 -3.237 -4.196 -5.354 -6.194 -6.990 -7.743 -8.433 -9.087 -9.720-10.338
10.00 -0.709 -0.709 -0.709 -0.709 -0.709 -0.709 -0.708 -0.704 -0.696 -0.674 -0.633 -0.556 -0.435 -0.253  0.018  0.344  0.612  0.383 -0.435 -1.424 -2.430 -3.416 -4.359 -5.500 -6.329 -7.114 -7.855 -8.528 -9.176 -9.805-10.420
10.00 -0.711 -0.711 -0.711 -0.711 -0.711 -0.711 -0.709 -0.706 -0.698 -0.678 -0.638 -0.566 -0.452 -0.271 -0.009  0.304  0.542  0.232 -0.621 -1.616 -2.617 -3.590 -4.516 -5.643 -6.461 -7.234 -7.955 -8.621 -9.264 -9.889-10.501
10.00 -0.712 -0.712 -0.712 -0.712 -0.712 -0.712 -0.711 -0.708 -0.700 -0.682 -0.644 -0.576 -0.468 -0.288 -0.036  0.265  0.465  0.072 -0.809 -1.806 -2.800 -3.760 -4.933 -5.783 -6.589 -7.351 -8.053 -8.713 -9.350 -9.971-10.581
10.00 -0.714 -0.714 -0.714 -0.714 -0.714 -0.714 -0.713 -0.710 -0.703 -0.685 -0.649 -0.586 -0.483 -0.306 -0.063  0.224  0.380 -0.093 -0.998 -1.994 -2.980 -3.925 -5.079 -5.919 -6.714 -7.465 -8.149 -8.802 -9.435-10.053-10.661
